-439,-264,-17053,-9,-33,23
-458,-242,-17059,-5,-53,24
-424,-227,-17112,-1,-67,25
-421,-260,-17116,-9,-37,26
-468,-275,-17023,-3,-62,25
-426,-227,-17071,2,-56,24
-442,-261,-17053,-9,-26,29
-472,-258,-17066,-3,-66,28
-458,-238,-17049,1,-49,22
-450,-255,-17061,3,-49,24
-455,-272,-17044,3,-68,20
-435,-246,-17076,-4,-26,35
-430,-264,-17050,-2,-64,28
-457,-239,-17067,1,-77,22
-456,-246,-17083,-4,-59,24
-458,-281,-17071,-6,-33,29
-449,-259,-17041,-7,-59,28
-431,-233,-17065,-4,-42,29
-462,-263,-17038,-2,-37,24
-464,-251,-17043,0,-64,31
-430,-241,-17088,-7,-56,18
-460,-278,-17086,2,-47,21
-441,-250,-17039,-3,-69,25
-420,-212,-17095,-9,-23,31
-471,-273,-17027,-7,-47,26
-481,-267,-17039,-11,-49,32
-403,-236,-17092,8,-64,24
-446,-265,-17059,-18,-14,40
-478,-275,-17024,-3,-69,25
-444,-243,-17054,-17,-17,35
-472,-280,-17043,5,-68,23
-463,-253,-17044,1,-84,16
-428,-241,-17099,-2,-29,30
-456,-278,-17064,-12,-44,26
-441,-244,-17072,3,-69,23
-422,-245,-17074,4,-39,27
-444,-276,-17055,-10,-43,28
-452,-254,-17022,-1,-65,19
-424,-252,-17079,-6,-24,30
-433,-252,-17098,6,-89,15
-469,-253,-17040,4,-81,17
-434,-229,-17090,-12,-18,36
-438,-270,-17055,-4,-74,25
-468,-246,-17044,-13,-14,33
-432,-252,-17090,-2,-51,28
-439,-263,-17066,3,-67,24
-456,-249,-17059,-5,-20,27
-427,-230,-17089,-10,-68,26
-464,-289,-17003,-8,-29,31
-457,-247,-17074,-4,-55,28
-400,-235,-17113,-4,-53,26
-464,-264,-17068,-15,-22,29
-443,-249,-17056,-5,-63,24
-406,-214,-17111,11,-57,18
-468,-282,-17037,3,-68,21
-435,-237,-17063,-13,-16,37
-432,-243,-17077,-4,-28,34
-474,-274,-17059,-10,-69,25
-448,-260,-17042,4,-63,20
-428,-240,-17095,-2,-39,27
-441,-261,-17051,-1,-48,30
-468,-256,-17045,4,-64,19
-433,-257,-17074,-1,-37,26
-444,-237,-17073,3,-67,18
-416,-255,-17085,12,-103,10
-464,-256,-17043,-18,-9,32
-465,-231,-17082,-13,-35,33
-453,-248,-17056,1,-25,27
-476,-232,-17061,-7,-45,29
-432,-258,-17078,1,-60,16
-451,-259,-17029,2,-31,27
-457,-245,-17063,-4,-60,22
-452,-284,-17041,9,-83,15
-457,-245,-17050,-5,-27,29
-445,-251,-17067,-14,-25,35
-439,-255,-17070,6,-84,16
-449,-249,-17062,-1,-32,21
-443,-250,-17048,7,-70,26
-465,-256,-17035,-7,-65,25
-429,-245,-17074,1,-35,28
-447,-274,-17081,-11,-45,26
-473,-239,-17076,3,-62,27
-431,-255,-17067,-11,-17,22
-463,-250,-17049,1,-76,14
-472,-258,-17052,-7,-47,34
-413,-257,-17075,-5,-34,26
-448,-236,-17053,6,-84,13
-453,-272,-17061,-9,-26,23
-472,-259,-17024,-10,-54,26
-458,-249,-17064,0,-75,22
-429,-263,-17063,-7,-14,37
-449,-241,-17052,-14,-29,25
-437,-252,-17085,-5,-66,25
-429,-262,-17089,-6,-42,25
-434,-237,-17077,-13,-24,34
-482,-268,-17006,3,-74,27
-469,-258,-17041,-5,-26,29
-409,-249,-17089,-10,-34,24
-447,-258,-17054,-2,-67,24
-469,-239,-17017,-6,-49,20
-425,-265,-17085,-7,-35,38
-479,-268,-17031,-8,-52,22
-449,-239,-17076,-1,-67,18
-448,-246,-17063,0,-80,21
-440,-267,-17041,-4,-21,27
-463,-253,-17047,-2,-45,29
-467,-256,-17044,7,-73,22
-448,-264,-17051,-11,-21,32
-457,-244,-17060,-6,-41,24
-424,-256,-17072,1,-85,18
-433,-239,-17093,-11,-21,29
-441,-272,-17060,0,-47,23
-458,-253,-17026,13,-88,21
-437,-235,-17086,-6,-24,27
-457,-263,-17057,-5,-47,18
-438,-264,-17103,6,-70,21
-419,-224,-17099,-8,-38,32
-454,-277,-17075,-16,-36,36
-437,-257,-17034,-8,-49,30
-433,-241,-17070,-12,-20,36
-454,-267,-17063,-1,-64,24
-453,-246,-17054,-8,-71,16
-449,-253,-17096,-16,-19,34
-434,-233,-17071,-6,-36,29
-456,-274,-17086,-6,-56,23
-450,-263,-17050,-6,-27,26
-449,-231,-17069,2,-70,23
-467,-265,-17030,6,-55,15
-474,-249,-17053,-4,-32,27
-429,-251,-17082,-4,-66,28
-450,-250,-17068,-11,-52,29
-459,-256,-17085,-2,-29,34
-437,-243,-17055,-13,-45,27
-460,-245,-17074,-11,-59,28
-444,-251,-17063,-11,-20,33
-435,-255,-17084,-3,-57,19
-427,-235,-17091,-3,-70,28
-471,-271,-17017,-14,-18,33
-454,-245,-17044,-1,-37,33
-427,-229,-17102,-10,-61,25
-478,-277,-17022,1,-35,33
-457,-248,-17061,-7,-35,36
-420,-264,-17078,-6,-75,22
-443,-235,-17069,-3,-42,27
-429,-262,-17109,1,-58,28
-437,-269,-17044,-3,-83,12
-449,-231,-17080,-1,-35,18
-469,-263,-17023,-5,-53,28
-467,-256,-17055,5,-81,12
-446,-239,-17070,-5,-35,25
-443,-266,-17058,1,-59,20
-458,-248,-17043,1,-78,19
-467,-254,-17063,-2,-45,32
-448,-259,-17058,-8,-40,33
-448,-268,-17044,12,-91,12
-461,-261,-17044,-6,-21,28
-426,-254,-17057,4,-63,29
-437,-251,-17071,4,-86,13
-450,-251,-17065,-5,-32,29
-444,-240,-17064,-1,-48,23
-458,-234,-17074,-4,-70,17
-460,-268,-17068,1,-35,27
-444,-240,-17043,9,-65,19
-446,-242,-17064,-10,-64,27
-453,-270,-17027,-8,-23,33
-424,-249,-17078,7,-51,23
-461,-258,-17034,-8,-56,28
-442,-235,-17072,-17,-28,34
-445,-254,-17089,2,-55,23
-436,-270,-17020,4,-85,18
-442,-223,-17082,4,-47,26
-446,-275,-17068,-5,-36,29
-442,-242,-17072,9,-85,22
-464,-263,-17051,7,-47,20
-445,-239,-17065,-2,-36,33
-456,-255,-17048,-6,-56,29
-442,-251,-17042,-5,-56,24
-452,-236,-17066,-11,-13,35
-465,-260,-17054,1,-66,14
-462,-248,-17041,-1,-63,28
-420,-255,-17107,-2,-44,30
-449,-252,-17052,-15,-49,26
-441,-246,-17095,-6,-53,29
-427,-240,-17040,-6,-21,34
-467,-240,-17068,2,-75,18
-466,-242,-17092,5,-33,24
-436,-239,-17065,-1,-57,24
-447,-242,-17082,9,-75,16
-456,-263,-17092,-6,-29,20
-432,-253,-17084,-2,-55,28
-459,-238,-17053,4,-78,15
-440,-252,-17078,-1,-42,32
-435,-248,-17110,-5,-30,30
-464,-280,-17042,-7,-60,21
-443,-244,-17079,-2,-29,24
-425,-265,-17098,1,-64,24
-432,-264,-17076,-1,-57,18
-437,-241,-17056,-11,-37,26
-468,-270,-17065,0,-68,26
-447,-257,-17070,2,-59,27
-408,-236,-17068,-6,-37,31
-466,-257,-17073,-1,-73,16
-458,-260,-17074,7,-66,15
-445,-249,-17047,-14,-28,26
-449,-259,-17050,-6,-53,34
-430,-251,-17079,-6,-39,32
-451,-247,-17050,-5,-22,29
-449,-242,-17067,-1,-66,25
-451,-269,-17056,-9,-55,27
-445,-258,-17081,-6,-26,24
-441,-249,-17040,-6,-40,29
